RESEARCH_REPORT_ID,RECORD_ID,TITLE,CONTENT,SENTIMENT_CLASSIFY,HALF_POSITIVE_PROBABILITY,POSITIVE_PROBABILITY,NEGATIVE_PROBABILITY,NEUTRAL_PROBABILITY,SENTIMENT_SCORE
1860932,1,The negative impact of falling corn prices on investment sentiment is weakening,"On the one hand, Denghai Seed Industry's quarterly and semi-annual report data have shown that the decline in corn prices does not represent a decline in corn seed prices. Good data once again proves that varieties are still the most critical core factor for seed companies. In fact, in the 15/16 sales quarter, the cost of the production of the seed production caused by the weather was reduced. The company actively raised the price. The price of the bag of Denghai 605 increased by 2 yuan per bag, and the price of Denghai 618 increased by 3 yuan. On this basis, the promotion area of ??Denghai 605 is still growing substantially, and Denghai 618 is sold out of stock. On the other hand, international and domestic corn prices have fallen to a five-year low, and US corn planting income has already suffered losses, and the probability of falling sharply is not large.",-2,0.16,0.19,0.61,0.04,-0.57
580751,1,12-year Q2 expense rate decline led to a year-on-year increase in net profit,"In 12 years, H1's comprehensive gross profit margin was 25.59%, which was basically the same as the same period of last year; the comprehensive expense ratio was 12.02%, down 2.7 pt from the same period of last year. The main reason for the decline in the expense ratio is that the interest income generated from the proceeds from the listing after the listing results in a negative financial expense. In terms of quarterly, the net profit of Q1 in 12 years was 8.12 million yuan, down 20% year-on-year. Q2 was 21.4 million yuan, a year-on-year increase of 23%, driving the 12-year H1 performance to achieve positive growth. The main reason for the rapid growth of Q2 net profit is that the listing fee is reduced after the Q1 is accrued, and the management expense rate is decreased, and the interest income is increased.",-2,0.16,0.26,0.52,0.06,-0.57
749622,0,Confirmation has a certain impact,"? The company has predicted that the net profit for the first half of the year has been pre-increased by 20-50% year-on-year. We expect that due to the delay of some orders, the actual growth rate may be around 35%. It is expected that the annual growth rate will still be above 30%, in the macro economy and In the case of a downturn in the downstream, it will still maintain a faster growth rate.",-2,0.01,0.28,0.64,0.07,-0.57
619606,0,"First, the 2009 results were lower than expected","The results were lower than market expectations. Dashang shares announced its 2009 annual report today. The company achieved operating income of 21.163 billion yuan in 2009, an increase of 12.27% year-on-year; realized total profit of 299.928 million yuan, down 92.87% year-on-year; net profit attributable to owners of the parent company was -116 million yuan. The year-on-year decrease was 150.16%; the basic earnings per share was -0.40 yuan; the EPS after deducting non-recurring gains and losses was -0.61 yuan (previous year: -0.29 yuan). Lower than previous market expectations.",-2,0.08,0.38,0.51,0.03,-0.57
725593,1,"Affected by the overall sluggish sales of the industry, the company’s sales declined significantly this month, still better than the industry.","In November, the company achieved a sales area of ??421,000 square meters, a decrease of 26% from the previous month and a decrease of 36% from the same period of last year. The decline was slightly lower than that of the industry. The sales area of ??the 14 first- and second-tier cities we tracked decreased by 38% in November; the sales amount was 4.93 billion yuan. The chain fell by 9%, down 28% year-on-year. In November, the average selling price was 11,701 yuan/m2, up 23% from the previous month and up 12% from the same period of last year. The structural factor was the main reason for the sharp rebound in average price. The average price of the average price dropped slightly last month. The company has always paid attention to high turnover. In the market environment, the intensity of price reduction promotion has been increased.",-2,0.04,0.07,0.87,0.02,-0.57
753540,0,"Both income and expenditure are trapped at the same time, and sustained losses","In the first half of the year, the increase in operating income (23.61%) was lower than the increase in turnover (58.55%), reflecting the year-on-year decline in unit freight rates due to the industry downturn. The long route, high fuel costs and anti-piracy costs led to an increase of 34.63% in operating costs in the first half of the year and the company's gross profit margin fell to -7.68%. The increase in short-term bank loans and the interest expense on borrowings after the construction of the ship was transferred resulted in a financial cost increase of 35.56% and an increase of 96 million.",-2,0.1,0.08,0.71,0.11,-0.57
2171570,0,Many factors led to lower than expected Q1 results. 1 Exchange rate fluctuations and product structure are the main reasons for the growth rate of revenue is lower than the growth rate of sales,"In 2018, the total sales volume of Q1 products was 4,957 units, a year-on-year increase of 36.48%. The revenue growth rate was only 23.06%, which was lower than the sales growth rate. The main reason for our analysis was that the proportion of overseas revenue in Q18 increased to 69% in 2018, while USD/RMB The exchange rate has depreciated from 6.9 in 2017 Q1 to 6.23 in Q1 in 2018. In addition, the products that have recently been sold to the US market are mainly affected by small and medium-sized scissors. 2 In addition to exchange rates and product mix, rising raw material prices further weaken profitability. In 2018, the net profit growth rate of Q1 was only 4.38%, which was significantly lower than the income growth rate. The profitability decreased sharply. The gross profit margin of Q18 in 2018 decreased by 5.89pct to 37.49%, and the net profit margin decreased by 4.02pct to 22.51%. Our analysis mainly In addition to the sharp appreciation of the renminbi and the recent decline in the structure of overseas products, it was also caused by rising raw material prices.",-2,0,0.05,0.94,0.01,-0.57
784035,0,"Malaysia Airlines and Thailand will have a certain impact on the company's business in the short term, but the impact will not be significant throughout the year.","The recent frequent overseas accidents have had a certain impact on short-haul routes in the short term. However, according to historical experience, if the demand for outbound travel is suppressed in a phased manner, there will be a retaliatory rebound after the event has faded. If the New Year’s Day holiday is cancelled, Outbound travel during the Spring Festival holiday",-2,0.05,0.01,0.9,0.04,-0.57
583858,2,Increase in government subsidies leads to an increase in non-recurring gains and losses,"The company's non-recurring gains and losses in the first half of this year increased by 244.4% to 26.22 million yuan, mainly due to government subsidies of 30.37 million yuan, up by 530.6% year-on-year; non-operating income and expenses fell slightly, to 62,300 yuan, down 84.96%.",-2,0.1,0.12,0.71,0.07,-0.57
2072049,0,The company's revenue continued to grow at a high rate. The single-quarter profit in the third quarter was lower than expected. The overall gross profit margin was the main reason.,"In the first three quarters, the company's revenue growth rate was 25.0%, 30.4% and 31.2%, respectively. The revenue growth rate in the second and third quarters was mainly due to the impact of the second quarter of Beijing Sunshine Procurement and the third quarter Rongjin Medicine; The overall gross profit margin in the third quarter was 8.22%, down 1.4pct from the previous month, and the gross profit margin was reduced by 30 million, which was the main reason for dragging profits. In addition, the company's financial expense ratio was 0.9% in the third quarter, up 0.3pct from the previous quarter, and the first phase of the ABN in the third quarter. The issuance and issuance scale is 800 million yuan, and the newly recognized financial expenses are about 10 million quarterly; the two together cause the company's current profit to be lower than expected. ? The overall gross profit margin declined significantly in the third quarter. The decline in the proportion of equipment revenue and the decline in gross profit margin of equipment were the main reasons: the company's pharmaceutical distribution business in the third quarter was stable and its revenue increased. We believe that the growth of equipment revenue in the third quarter was slowing down, especially It is due to the limited growth of pure sales of hospitals in the distribution of equipment, and other high-value consumables may be affected by the price reduction of the provinces.",-2,0,0.05,0.94,0.01,-0.57
1749378,1,"Competition in the base camp market intensified, market share fell","In 2015, the import of fresh milk was 460,000 tons, which was +43.7% year-on-year. The main sales market is still a first- and second-tier city, while the domestic raw milk producers are trapped in the meager profit of raw milk, and entered the downstream fresh milk market by means of large-scale promotion. Guangming's original stable East China market. Bright milk sales fell by -5.69% year-on-year, while Shanghai's revenue fell by -6.2% year-on-year.",-2,0.16,0.02,0.71,0.11,-0.57
2073093,1,Key risks to rating,? 1) The development of automatic transmissions was less than expected; 2) The sales of commercial vehicle transmissions were less than expected.,-2,0.04,0.08,0.82,0.06,-0.57
683561,1,"Battery decline is an important reason for lower-than-expected performance, and the battery business will continue to face pressure in the future.","In the first half of the year, battery business revenue decreased by 24.20%, while cost decreased by 15.62%, and product gross profit margin decreased by 7.59% to 25.4%. We believe that due to the decline in investment by the three major telecom operators in China, the battery business will continue to face pressure in the future.",-2,0.01,0.05,0.91,0.03,-0.57
741933,3,"In the first quarter, the sales volume and sales price of the company did not fall sharply due to the long-term relationship, and the gross profit level exceeded expectations.","Although the steel price continued to be sluggish in the first quarter, the cost of raw fuel remained high, and the company's profit margin was compressed compared with the same period of the previous year. However, due to the relatively high proportion of the company's sales policy, the long-term associations still achieved a gross profit of 2.1 billion yuan, exceeding our expectations. .",-2,0.04,0.06,0.89,0.01,-0.57
1343070,3,The transfer of the guarantee case before the restructuring of 75 million yuan is an important reason for the company's performance decline in the first half of the year.,"In March 2015, due to the lawsuit involving the Sanmenxia Huineng Thermal Power Company guarantee case, the company was allocated more than 75 million yuan by the court, which increased the amount of non-normal profit and loss project expenses of the company. Because the guarantee is a legacy of the pre-reform history, the company is recovering according to law.",-2,0.06,0.14,0.5,0.3,-0.57
1345634,0,Double impact on e-commerce channel and rising costs,"In the first half of 2015, the company realized operating income of RMB 25,392,180, a year-on-year decrease of 15.72%; operating cost of RMB 145,555,700, a decrease of 12.58% year-on-year; due to the decrease in operating costs, the gross profit margin during the reporting period was 42.68%, year-on-year. Reduce by 2.05 percentage points. In terms of products, the revenue of kits and pillow-core products with relatively high gross profit margins decreased significantly by 21.27% and 14.96% respectively. In terms of regions, except for the small increase of 2.64% in export volume, sales in other regions Revenues have decreased, with the Southwest and North China regions decreasing by 30.37% and 24.00% respectively.",-2,0.04,0.17,0.77,0.02,-0.57
607751,0,"According to the share capital after the issuance, the company realized earnings per share of 0.29 yuan in the first half of 2013, a sharp drop of 45.0% year-on-year, basically in line with Shenwan’s expectations.","In the first half of 2013, the company achieved operating income of 14.55 billion yuan, a 12.3% decline in the financial burden of the company participating in the company's fixed-income, operating costs of 11.18 billion yuan, down 4.3% year-on-year, attributable to listed companies' net profit of 100 million yuan, up 4.4 year-on-year. %, electricity cost 140 million yuan, down 14.3% year-on-year, gross margin 14.0%, 013/01/25 year-on-year increase of 18.8 percentage points; building materials income 520 million yuan, down 16.5% year-on-year, building materials cost 4.9 securities analysts billion, year-on-year The decline was 13.5%; the trade income was 320 million yuan, a significant increase of 475.6% year-on-year; the trade cost cement output was 1.288 million tons, a decrease of 190,000 tons year-on-year; the cement clinker output was 779,000 tons, a year-on-year decrease.",-2,0,0.05,0.94,0,-0.57
808611,3,Key risks to rating,532 The demand of major industrial enterprises continued to decline;,-2,0.12,0.11,0.6,0.16,-0.57
1319957,1,The shrinking demand in the lighting sector has dragged down the performance,"The company's single-quarter revenue and net profit growth rate decreased from 2014Q1 to quarterly, until the single-season decline in 2014Q4. ??We judged that the growth rate of traditional products, especially lighting products, continued to slow down. Lighting is currently the largest downstream application area for the company's products. In 2014, the revenue from film capacitors for lighting accounted for approximately 35% of the company's operating revenue. Due to the replacement of LEDs, traditional lighting continues to decrease. Due to technological upgrades, some products can be driven by a constant current without a capacitor such as a high-voltage linear IC, thereby reducing or eliminating the use of capacitors. Therefore, we judge that the demand in the lighting field is still declining, and it is expected that the company's 2015 performance will still be dragged down.",-2,0.04,0.14,0.73,0.1,-0.57
563577,0,The main reason for the company's low performance expectations may be three,"First, the change in product structure caused a further decline in the overall gross profit margin, mainly due to the increase in the proportion of low-margin snow removal equipment, while the proportion of high-margin heat-recovery units and preventive maintenance equipment decreased. Secondly, Jigong Machinery consolidated The progress is lower than expected. It is estimated that the consolidated statement only includes the financial data of the Kyrgyz part of the month; the third is the increase of the expense ratio, especially the increase in the current expenses brought by the acquisition of Jigong Machinery. The strong demand for snow removal equipment can be maintained in the short term, and there is a downside risk in the medium and long term. The company's snow removal equipment revenue of 160 million in 12 years, an increase of 29.47%, the growth rate exceeded our expectations. The biggest driving force for snow removal equipment demand comes from the local government's mandatory allocation requirements for road administration and municipal snow removal equipment after the 2008 snowstorm (particularly lacking in the southern region). It is expected that this configuration process will take 1-2 years to complete. Therefore, the industry's short-term strong demand is still expected to maintain, and the medium and long-term is facing downside risks.",-2,0.05,0.22,0.65,0.08,-0.57
582590,2,Raw material prices fell to increase gross margin,"During the reporting period, the gross profit margin of the company's main business was 47.79%, an increase of 1.84% over the same period of the listing, mainly due to the decrease in raw material prices. For example, the average price of soda ash in the reporting period was 1448.04 yuan / ton, compared with 1758.93 yuan / ton in the same period of the previous year, compared with 310.89 yuan per ton. The reporting period of quartz sand was 339.50 yuan / ton, compared with 365.45 yuan / ton in the same period of last year, compared with 25.95 yuan per ton. The reporting period of homemade sodium silicate was 1,256.82 yuan / ton, compared with 1,429.89 yuan / ton in the same period of the previous year, compared with 173.07 yuan per ton.",-2,0.22,0.04,0.58,0.16,-0.57
1750988,0,"The trend of traditional main business is weakening, and the growth of R&D expenses affects the profit level.","In 2015, the company's revenue increased by 7.9%, and the net profit attributable to the parent company decreased by 20.07%. The main reasons for the decline in net profit of revenue growth were: (1) The global economic downturn in 2015, the growth of global consumer electronics products, especially smartphones. Weakness, breaking through the bottleneck of industry development, the company needs to invest a lot of capital and time cost; (2) R&D investment this year is 70,021,895 yuan, an increase of 35.31% over the previous year, accounting for 9.93% of revenue, and R&D expenditures have increased substantially, revenue Disproportionate to the increase in expense rate is the direct cause of the decline in earnings.",-2,0.02,0.3,0.68,0,-0.57
823942,2,The failure to fully release the benefits of the fundraising project is still the main reason for the performance,"The company's Zengcheng fundraising project was put into operation at 13H2, with a design capacity of 40,000, including 20,000 high-end brands in Caesar. The project has not yet fully realized, resulting in insufficient release of benefits, while depreciation of fixed assets and personnel expenses have risen sharply (14Q1- 3 Cash paid to employees was 258 million yuan, up 13.2% year-on-year, which was the main reason dragging down the company's performance. In addition, due to the relatively low domestic piano market, the company increased the promotion of some products, which is also the reason for the fall in gross profit margin. In the first three quarters of the year, the gross profit margin decreased by 3 percentage points year-on-year to 29.2%, and the net profit margin decreased by 3.45 percentage points year-on-year to 10.9%.",-2,0.08,0.17,0.74,0.01,-0.57
1955677,0,2016 is a tough year,"According to Spears & Associates, the global oil service market in 2016 was 33% smaller than in 2015, the second consecutive year of decline, while the company's operating income remained stable against the trend. Among them, drilling and completion equipment revenue was 849 million yuan, down 14.82% year-on-year, gross profit margin was 48.77%, down 0.32pct; maintenance and parts sales revenue was 889 million yuan, up 2.66% year-on-year, gross profit margin was 28.97%, due to structural reasons decreased by 3.23 Pct; oil service business income of 477 million yuan, a substantial increase of 85.51%, of which Russia's business income of about 300 million yuan, accounting for exchange gains and losses, and ultimately profit. In 2016, the company made an impairment loss of assets of 125 million yuan. The decline in earnings in the first quarter of 2017 was due to the income structure and the high base brought by the PDVSA project revenue last year, which was not a trend.",-2,0.15,0.26,0.54,0.05,-0.57
593013,2,"Total cost increased by 8.84%, of which manpower increased by 22% and maintenance increased by 29","The two main reasons for the company's rising costs are manpower and maintenance. Due to the general increase in salary levels across the industry and the increase in the number of operational services provided by the company, labor costs have increased by 22%. As part of the Harmony EMU entered the maintenance period, the maintenance cost also increased, up 29% year-on-year.",-2,0.24,0.05,0.58,0.13,-0.57
683561,0,"Rising raw material costs lead to a decline in profit growth, and future cost pressures will slow down","In terms of products, revenue from motor and control products increased by 57.7% in the first half of the year, and transformer business revenue increased by 66% year-on-year. However, due to the increase in upstream raw material prices, the cost of motor and control products increased by 64.8% year-on-year, and transformer costs increased by 74.9% year-on-year. The rise has led to a slowdown in profit growth. We believe that the cost pressure will slow down in the second half of the year, so the profitability of motor and transformer products is expected to recover in the future.",-2,0.05,0.31,0.63,0.01,-0.57
722858,1,"3Q revenues did not meet expectations, gross profit margins fell","In the third quarter, revenue increased by 11.45% year-on-year and 11.72% quarter-on-quarter, which was a large decline. The main reason for our analysis was that the industry was not booming and orders were shrinking. About 50% of the downstream products of the company's main products are concentrated in the field of energy-saving lamps. About 25% of them are used in home appliances, and communication accounts for about 15%. Since this year, the energy-saving lamp industry has been affected by factors such as the economic downturn in Europe and the United States and the rising cost of raw materials. The general decline in sales in the industry directly affected the number of purchase orders for film capacitors for energy-saving lamps. Although the downstream situation of home appliances and communications was relatively stable, the growth rate was lower than expected. In the third quarter, the company's gross profit margin was 35.39%, which was down from the previous quarter. The main reason for our analysis may be the capacity utilization rate.",-2,0.02,0.05,0.83,0.1,-0.57
737308,0,"The transportation industry suffered a large loss in the fourth quarter, and its performance was lower than expected.","In 2011, the company achieved operating income of 26.3 billion yuan, a year-on-year increase of 21.04%; realized operating profit of 3.2 billion yuan, and net profit attributable to shareholders of listed companies of 2.6 billion yuan, an increase of 13.91% and -12.69% respectively. The basic EPS was 0.64 yuan, and the post was not 0.33, which was down by 26.42%. The lower-than-expected results were mainly due to the fact that the loss of the main business of the transportation industry exceeded expectations in the fourth quarter, and the gross profit margin reversed sharply in the fourth quarter. In 2011, the company achieved a transportation profit of 1.5 billion yuan, a year-on-year decrease of 27%, including a loss of 500 million in the fourth quarter. The dividend plan is: a bonus of 1.2 yuan for every 10 shares, and a dividend payout ratio of 18.8%.",-2,0.06,0.33,0.6,0.01,-0.57
644562,1,"Copper prices fell 25% year-on-year, and product output growth was the main reason for the fact that operating income was basically flat. And the significant year-on-year decrease in investment losses is net profit.","In 2009, the international copper price was still lower than the same period - the average price of copper and spot in the three-month futures of the London Metal Exchange fell by 24.93% and 25.97% respectively. In terms of output, the company's mineral copper increased slightly (up 5%) to 167,000 tons. The cathode copper was 802,000 tons and the copper material was 484,000 tons, up 14.2% and 4.8% respectively.",-2,0.12,0.12,0.69,0.07,-0.57
722858,0,Main financial indicators,"The company's revenue in the third quarter was 339 million yuan, a decline from the previous quarter. It was lower than our previous forecast. The gross profit margin was 35.39%, down 2.49 percentage points from the same period of last year, and the quarter-on-quarter decline was 3.97 percentage points. The gross profit margin fell, but it is still within the normal range. In the third quarter, the company's three expense ratios were 10.67%, down 0.65 percentage points year-on-year and down 0.58 percentage points from the previous quarter. The inventory turnover days were 100 days, slightly higher than the previous month, and the inventory remained at a high level.",-2,0.14,0.13,0.56,0.16,-0.57
2088250,4,Key risks to rating,? New product development risks; overseas business promotion is less than expected; construction industry growth slows down.,-2,0.03,0.01,0.92,0.04,-0.57
838846,1,Key risks to rating,? 1) The rural economy is rapidly declining; 2) the competition in the rural financial market is intensifying; and 3) the third and fourth tier cities,-2,0.09,0.03,0.71,0.17,-0.57
779330,0,"The third quarter gross profit margin fell rapidly, affecting the company's performance growth","The company's third-quarter revenue fell by 1.17% year-on-year, net profit fell 28.27% year-on-year, compared with the first half of the year, revenue increased by 7.34%, net profit decreased by 14.38%, the company's performance declined in the third quarter. In the first three quarters, the company's revenue was 4.27%, and net profit decreased by 22.12%. The acceleration of net profit decline was mainly due to the acceleration of the decline in gross profit margin. The gross profit margin of the third quarter was 60.73%, down 4.26% year-on-year, compared with the gross profit margin of 63.87% in the first half of the year. It fell 3.14%. The gross profit margin in the third quarter fell more than we expected. In terms of the three fees: in proportion to revenue, the chain gradually declined, and the cost control improved. On the same year-on-year indicator, the sales expenses were lower than the same period in the same period of 12 years, and the management expenses were higher than 5.2% in the same period.",-2,0.03,0.26,0.71,0,-0.56
1844810,4,"Self-operated business: investment income decreased by 76.3% year-on-year, slightly lower than industry level","In the first half of 2016, the company realized self-operated business income of RMB 118,800, down 82.35% over the same period of the previous year; realized self-operated business profit of RMB 109,000, down 83.02% over the same period of the previous year, and realized investment income of RMB 286 million, down 76.3 year-on-year. %, the decline is greater than the industry (-73.00%).",-2,0.05,0.13,0.74,0.08,-0.56
737308,1,"The transportation industry suffered a large loss in the fourth quarter, and its performance was lower than expected.","In 2011, the company achieved operating income of 26.3 billion yuan, a year-on-year increase of 21.04%; realized operating profit of 3.2 billion yuan, and net profit attributable to shareholders of listed companies of 2.6 billion yuan, an increase of 13.91% and -12.69% respectively. The basic EPS was 0.64 yuan, and the post was not 0.33, which was down by 26.42%. The lower-than-expected results were mainly due to the fact that the loss of the main business of the transportation industry exceeded expectations in the fourth quarter, and the gross profit margin reversed sharply in the fourth quarter. In 2011, the company achieved a transportation profit of 1.5 billion yuan, a year-on-year decrease of 27%, including a loss of 500 million in the fourth quarter. The dividend plan is: a bonus of 1.2 yuan for every 10 shares, and a dividend payout ratio of 18.8%.",-2,0.06,0.33,0.6,0.01,-0.56
831758,0,Key risks to rating,"? The effect of expansion outside the province is not up to expectations; the growth rate of endogenous growth of stores is slowing down. The target price is raised from 7.35 yuan to 9.00 yuan, and there may be a trading opportunity in the short term to maintain the holding rating.",-2,0.08,0.17,0.52,0.23,-0.56
730236,0,"Loss of electrolytic aluminum business, turning around in 2013","In 11 years, the company's electrolytic aluminum price dropped by about 2% year-on-year, and sales growth led to a slight increase in revenue. In the third quarter, aluminum prices rose to a high level in the year, and the electrolytic aluminum business achieved profitability. The rest of the quarter was a loss. Especially in the fourth quarter, the electrolytic aluminum loss was the most serious under the joint pressure of rising net electricity costs and falling aluminum prices. The company's 11-year-old self-supplied power plant is out of service, and the decline in cost advantage is an important reason for the loss of electrolytic aluminum business. The two 300,000 kW thermal power units currently under construction are expected to be put into operation in 13 years, when the self-sufficiency rate of electricity will reach 100%. Therefore, the profitability of the electrolytic aluminum business will see a major turnaround in 2013.",-2,0.18,0.21,0.53,0.08,-0.56
633300,3,Different from the public's understanding,The market may be worried about: (1) core brain drain; (2) poor box office results; (3) excessive valuation;,-2,0.37,0.07,0.51,0.05,-0.56
1877920,0,"1 Revenue growth rate declines, prepayments continue to increase","In the first three quarters of 2016, the company achieved operating income of 16.345 billion yuan, a year-on-year increase of 14.13%, and net profit of 944 million yuan, a year-on-year decrease of 23.32% and EPS of 0.51 yuan. Due to the intensified market competition and the expansion of the company's sales scale, the company's increased stocking has led to an increase in prepayments; while the system integration project has a long payback period and most of the year's payment, the accounts receivable growth is large. In addition, the company increased the R&D investment of the three major industries (Gold Tax, Internet of Things, and Financial Electronic Payment). The above factors led to an increase in the company's cost and a decline in profitability.",-2,0.1,0.35,0.51,0.04,-0.56
580813,0,"The first half of the year's performance loss of 24 million yuan, basically in line with expectations","In the first half of 2012, the company achieved operating income of 1.28 billion yuan, a year-on-year increase of 7.86%. The net profit attributable to the parent company was 24.03 million yuan, equivalent to EPS-0.05 yuan, which was basically consistent with the company's performance report. Among them, in the second quarter, the company achieved operating income of 1.01 billion yuan, an increase of 4.77% year-on-year, achieving a net profit attributable to the parent company of 43.44 million yuan, a year-on-year decrease of 78%, equivalent to EPS0.09 yuan. In the second quarter, the gross profit margin of the company's main business was 17.5%, down 15% year-on-year and 10.9% quarter-on-quarter. ? Sales volume increased, regional prices fell sharply, and the Inner Mongolia subsidiary caused a loss in performance. In the first half of 2012, the company's cement clinker sales totaled 4.47 million tons, an increase of 760,000 tons. In terms of price, after the sharp decline in the second half of 2011, the price of P.O42.5 cement in Ningxia and Gansu was still at a low level in the first half of the year. In the second quarter, the average prices in Ningxia and Gansu were 295 yuan/ton and 350 yuan/ton respectively, down by 111 and 89 yuan respectively. It is estimated that the average selling price and gross profit of the company in the first half of the year will be 245 yuan / ton, 32 yuan / ton, respectively, down 54 yuan / ton, 64 yuan / ton. In addition, affected by the demand for cement and the fall in prices in Inner Mongolia, the two subsidiaries of Wuhai and Baotou, which were shares of the company, suffered losses, resulting in an increase of investment losses of 24,720,600 yuan, accounting for nearly 100% of the company's losses in the first half of the year. In the second quarter, the company's three-rate rate was 13.5%, an increase of 3.7% over the same period last year, mainly due to a 64% increase in administrative expenses. The substantial increase in administrative expenses was due to the fact that the 2011 base credits for the non-payment of mineral resources compensation fees were lower, and the other was due to the increase in the number of companies included in the consolidated statements. ? Regional supply pressures remain large and prices may remain low. In terms of supply, in 2012, three production lines in Ningxia are expected to be put into operation, with a new clinker production capacity of 3.1 million tons, an increase of nearly 20%. By the end of the year, clinker production capacity will reach 19.35 million tons. In terms of demand, from January to July 2012, cement production in Ningxia was 8.24 million tons, an increase of only 8%. The annual demand is expected to be less than 16 million tons, and the pressure on supply and demand is still relatively large. Since the beginning of the year, due to increased supply pressure and insufficient demand, prices in Ningxia have continued to fall. At present, the price of P.O42.5 cement in Yinchuan is 280 yuan/ton. Recently, the Guyuan area has been supported by projects such as local highways. The prices of various enterprises have been raised by 10 yuan/ton since August 10. At present, the mainstream sales of high-grade bulk in Guyuan market is around 260 yuan/ton. Affected by this, enterprises in Yinchuan, Zhongning and other places have tried to rise. However, under the premise of weak demand and weak cooperation foundation, the actual implementation is too difficult, and regional prices will continue to be low. ? Profit forecast and valuation. The company's cement production capacity is 7 million tons, and the company's cement equity production capacity is expected to reach 19 million tons. At present, the company's ton market value is 356 yuan, ton EV is 390 yuan, all lower than the replacement cost of 450 yuan, with a high industrial investment value. Due to the sharp drop in prices in Ningxia in the first half of the year, we lowered the company's average sales price for 12-14 years to 255/260/260 yuan/ton, and lowered the 12-14 year EPS to 0.04/0.22/0.31 yuan (formerly 0.69/0.85/1.07). Yuan), downgrade to ""neutral"".",-2,0.1,0.33,0.5,0.07,-0.56
2016117,4,"TV drama: trend towards IP, quality, and networking","In 17 years, the company's main network head drama ""Journey to the West"" and the TV series ""The Mermaid"" project have been launched; the TV series ""The Cloud of Xuanyuan Sword"" is a summer file; the TV series ""Xu Xian"" and ""The Thunder of the Sword"", ""Dear Designer"" and the online drama ""The Beast"" have been turned on; the TV series ""Fairy Swordsman 4"" and ""Feng Shen Chuan"" will also be booted during the year.",-2,0.07,0.02,0.55,0.36,-0.56
810119,4,"2The company's gross profit margin decreased slightly, and the net interest rate increased.","Subject to the decline in national housing prices, the company's average sales price in the first half of the year was 11,144 yuan / square meter, down 7.8% year-on-year, gross profit margin decreased from 33.6% last year to 30.9%, gross profit margin in the second quarter of this year was 28.2%, a sharp drop of 11.7 in the first quarter.",-2,0.09,0.16,0.73,0.02,-0.56
772723,2,"Labor costs have risen, resulting in a decline in gross profit margin","The minimum wage standard for full-time employment workers in Shenzhen has been raised to 1,600 yuan/month from March 1, 2013, an increase of 6.67%. As a result, the company's labor costs have increased, and the gross profit margin of the company's products has decreased year-on-year.",-2,0.18,0.04,0.69,0.08,-0.56
735633,1,"Under the rectification of the auxiliary market, there is a great pressure on the expansion of business outside the province.","In 2011, the company's teaching assistant sales income was 140 million yuan, basically the same as last year, but considering the growth rate of 49% in the first half of the year, it actually fell by 24% in the second half. The effect of “correcting the injury” on the company's rectification market is still obvious. In the same period, the company's sales outside the province decreased by 23% in the second half of the year. We speculate that the company's teaching and auxiliary products in the province are basically stable, and the expansion of the provincial teaching assistants has encountered greater resistance.",-2,0.07,0.15,0.64,0.14,-0.56
753540,1,"VLCC freight rate rebounded, MR continued to weaken","1) VLCC market: In the first half of the year, the average TCE of the TD3 route market was US$20,962/day, an increase of 65.50% over the same period of the previous year. The main reason was that the slow sailing and the long distance of trade consumed some of the capacity. The VLCC fleet achieved an average TCE of US$28,402/day, 35.50% above market level. 2) MR transportation market: In the first half of 2012, MRHeidmarpool's average TCE was US$10,720/day, down 10.7% from the same period of last year, mainly because MR international market continued to slump, domestic refined oil supply decreased significantly, and the company's MR fleet achieved average TCE. It is $10,212/day, which is 4.70% lower than the market level.",-2,0.18,0.08,0.56,0.18,-0.56
593277,1,The loss of rare earth business is the direct cause of the sharp decline in the company's net profit.,"In the first half of this year, the operating profit of the energy new materials business, which is mainly the rare earth business, was -136.361 million yuan. The operating profit of this business was 250 million yuan in the same period last year. The reason for the loss was the year-on-year decline in rare earth prices in the first half of this year. In the first half of last year, the price of rare earths soared rapidly, but it has been falling since the second half of last year. As a result, the average price of rare earth in the first half of this year is much lower than the average price of the same period of last year, which also led to a sharp decline in the operating income of rare earth business in the first half of this year. 32.78%, although the operating cost of the rare earth business also fell by 5.95%. The gross profit margin of rare earth business also dropped from 26.96% in the first half of last year to -2.19% in the first half of this year.",-2,0.1,0.03,0.84,0.03,-0.56
825039,1,The supply and demand environment of the company's main market is further deteriorated,"In the North China region where the company mainly produces and sells, seven feed production lines have been put into operation since the beginning of the year (including 5 in Inner Mongolia/1 in Hebei/1 in Shanxi). Coupled with the shrinking demand from the continued downturn in the real estate market, cement prices in the North China region of the company continued to fall. In September, cement prices in North China fell by RMB 35/ton, which was the main reason for the direct decline in the company's profitability.",-2,0.16,0.06,0.71,0.07,-0.56
583858,3,Stable inventory and increase in accounts receivable,"The book balance of inventories increased by 8.0%, mainly due to the impact on products and finished goods inventories, which increased by 48% and 6% respectively, but overall stability; the book balance of accounts receivable increased by 43.8% compared with the same period of last year, mainly due to operating income. Significant increase and not yet due to the collection period of accounts receivable.",-2,0.17,0.24,0.56,0.03,-0.56
